conversation_id,created_at,favorite_count,full_text,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,id,reply_count,retweet_count,url,urls/0/display_url,urls/0/expanded_url,urls/0/url,urls/1/display_url,urls/1/expanded_url,urls/1/url,urls/2/display_url,urls/2/expanded_url,urls/2/url,urls/3/display_url,urls/3/expanded_url,urls/3/url,user/created_at,user/default_profile_image,user/description,user/fast_followers_count,user/favourites_count,user/followers_count,user/friends_count,user/has_custom_timelines,user/id_str,user/is_translator,user/listed_count,user/location,user/media_count,user/name,user/normal_followers_count,user/possibly_sensitive,user/profile_banner_url,user/profile_image_url_https,user/protected,user/screen_name,user/statuses_count,user/translator_type,user/url,user/verified,user/withheld_in_countries/0,user_mentions/0/id_str,user_mentions/0/name,user_mentions/0/screen_name,user_mentions/1/id_str,user_mentions/1/name,user_mentions/1/screen_name,user_mentions/2/id_str,user_mentions/2/name,user_mentions/2/screen_name,user_mentions/3/id_str,user_mentions/3/name,user_mentions/3/screen_name,user_mentions/4/id_str,user_mentions/4/name,user_mentions/4/screen_name,user_mentions/5/id_str,user_mentions/5/name,user_mentions/5/screen_name,user_mentions/6/id_str,user_mentions/6/name,user_mentions/6/screen_name,user_mentions/7/id_str,user_mentions/7/name,user_mentions/7/screen_name,user_mentions/8/id_str,user_mentions/8/name,user_mentions/8/screen_name,user_mentions/9/id_str,user_mentions/9/name,user_mentions/9/screen_name,user_mentions/10/id_str,user_mentions/10/name,user_mentions/10/screen_name,user_mentions/11/id_str,user_mentions/11/name,user_mentions/11/screen_name,user_mentions/12/id_str,user_mentions/12/name,user_mentions/12/screen_name,user_mentions/13/id_str,user_mentions/13/name,user_mentions/13/screen_name,user_mentions/14/id_str,user_mentions/14/name,user_mentions/14/screen_name,user_mentions/15/id_str,user_mentions/15/name,user_mentions/15/screen_name
1.56196E+18,2022-08-23T06:19:18.000Z,0,"RT @HTAustralia: More often than not, we see there is a huge push for the narrative of fiqh of minorities in the West supposedly taken from…",,,,,,,,1.56196E+18,0,10,https://twitter.com/HizbBritain/status/1561961256466227200,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56164E+18,2022-08-22T08:55:26.000Z,0,RT @BilalKareem: The Role of Muslim Women in the Revival of this Ummah https://t.co/A7uIknUHS3,,,,,,,,1.56164E+18,0,26,https://twitter.com/HizbBritain/status/1561638164283932677,twitter.com/i/broadcasts/1…,https://twitter.com/i/broadcasts/1mrGmaBlVqgGy,https://t.co/A7uIknUHS3,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,105411216,Bilal Abdul Kareem,BilalKareem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56103E+18,2022-08-20T16:27:25.000Z,0,"RT @WomenForKhilafa: ROLE OF MUSLIM WOMEN IN REVIVAL OF UMMAH

Dr Nazreen Nawaz (Director of Women's Section; Central Media Office, Hizb ut…",,,,,,,,1.56103E+18,0,19,https://twitter.com/HizbBritain/status/1561027133593600001,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,489762508,Dr. Nazreen Nawaz,WomenForKhilafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56098E+18,2022-08-20T13:12:34.000Z,9,"THE ROLE OF MUSLIM WOMEN IN THE REVIVAL OF THIS UMMAH

Dr Nazreen Nawaz live on OGN with host, Bilal Abdul-Kareem

Sunday 21st August @ 8pm (UK)

YT: https://t.co/6T2dKraHvI
OGN Live: https://t.co/ByiFvYZECJ 
Twitter: https://t.co/8RfsKQbCzk 
Facebook: https://t.co/O0yFtdeTcn",,,,,,,,1.56098E+18,1,2,https://twitter.com/HizbBritain/status/1560978098165776385,youtube.com/OGNTV,http://youtube.com/OGNTV,https://t.co/6T2dKraHvI,OGNReports.news/live,http://OGNReports.news/live,https://t.co/ByiFvYZECJ,twitter.com/OGNReports,https://twitter.com/OGNReports,https://t.co/8RfsKQbCzk,fb.com/OGNOfficial,http://fb.com/OGNOfficial,https://t.co/O0yFtdeTcn,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56098E+18,2022-08-20T13:03:33.000Z,20,"ROLE OF MUSLIM WOMEN IN REVIVAL OF UMMAH

Dr Nazreen Nawaz (Director of Women's Section; Central Media Office, Hizb ut-Tahrir) live on OGN with Bilal Abdul-Kareem

Sunday 21st August @ 8pm (UK)
  
YT: https://t.co/6T2dKraHvI
OGN Live: https://t.co/ByiFvYZECJ https://t.co/rNcy39zGrX",,,,,,,,1.56098E+18,0,8,https://twitter.com/HizbBritain/status/1560975827742953474,youtube.com/OGNTV,http://youtube.com/OGNTV,https://t.co/6T2dKraHvI,OGNReports.news/live,http://OGNReports.news/live,https://t.co/ByiFvYZECJ,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56016E+18,2022-08-18T07:12:25.000Z,0,"RT @HTAustralia: 𝐏𝐫𝐞𝐬𝐬 𝐑𝐞𝐥𝐞𝐚𝐬𝐞

𝐓𝐡𝐞 #𝐔𝐧𝐣𝐮𝐬𝐭 𝐑𝐮𝐥𝐢𝐧𝐠𝐬 𝐀𝐠𝐚𝐢𝐧𝐬𝐭 𝐭𝐡𝐞 #𝐒𝐡𝐚𝐛𝐚𝐛 𝐨𝐟 𝐇𝐢𝐳𝐛 𝐮𝐭 𝐓𝐚𝐡𝐫𝐢𝐫 𝐚𝐫𝐞 #𝐓𝐞𝐫𝐫𝐨𝐫𝐢𝐬𝐦 𝐚𝐧𝐝 #𝐎𝐩𝐩𝐫𝐞𝐬𝐬𝐢𝐨𝐧

The Court of Cass…",𝐔𝐧𝐣𝐮𝐬𝐭,𝐒𝐡𝐚𝐛𝐚𝐛,𝐓𝐞𝐫𝐫𝐨𝐫𝐢𝐬𝐦,𝐎𝐩𝐩𝐫𝐞𝐬𝐬𝐢𝐨𝐧,,,,1.56016E+18,0,6,https://twitter.com/HizbBritain/status/1560162686737997826,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56016E+18,2022-08-18T07:11:15.000Z,0,"RT @HTAustralia: Hijra marks the beginning of a new Era, the Islamic Era. This narrative is bolstered by the evidence from Tafsir of Surath…",,,,,,,,1.56016E+18,0,9,https://twitter.com/HizbBritain/status/1560162391303884800,,,,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,7.12036E+17,HT Australia,HTAustralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55998E+18,2022-08-17T19:14:40.000Z,13,"🚨🚨🚨 LIVE NOW 🚨🚨🚨

*Panel discussion: The aftermath of the Rushdie attack*

Inayet Wadee in conversation with Dr Abdul Wahid, chairman of Hizb ut-Tahrir Britain and Ashraf Patel, researcher at Institute of Global Dialogue(IGD). 

https://t.co/xr2lbvt5PF",,,,,,,,1.55998E+18,1,4,https://twitter.com/HizbBritain/status/1559982057350119426,youtube.com/watch?v=dEHCIp…,https://www.youtube.com/watch?v=dEHCIpZ-IdU,https://t.co/xr2lbvt5PF,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55996E+18,2022-08-17T18:00:01.000Z,3,"Join Dr 
@AbdulWahidHT
 (Chair, 
@HizbBritain
) with Inayat Waddee on Salaamedia, Johannesburg

Live @ 7pm (UK)

https://t.co/B5DZ0w0iiS

FB: https://t.co/9Qgl7e9RYe

Twitter: 
@salaamedia

YT: https://t.co/4Y7NkvTjiP https://t.co/FVJ7CvJsH8",,,,,,,,1.55996E+18,0,2,https://twitter.com/HizbBritain/status/1559963271569952768,salaamedia.com/listen-live,http://salaamedia.com/listen-live,https://t.co/B5DZ0w0iiS,facebook.com/salaamedia,http://facebook.com/salaamedia,https://t.co/9Qgl7e9RYe,youtube.com/salaamedia,http://youtube.com/salaamedia,https://t.co/4Y7NkvTjiP,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,279688526,Abdul Wahid,AbdulWahidHT,35454721,Hizb ut-Tahrir,HizbBritain,4624133423,Salaamedia,salaamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55995E+18,2022-08-17T17:24:58.000Z,13,"Panel discussion: the aftermath of the Rushdie attack

TODAY @ 7:00pm (UK)

Inayet Wadee in conversation with Dr Abdul Wahid, chairman of Hizb ut-Tahrir Britain and Ashraf Patel, researcher at Institute of Global Dialogue(IGD). 

https://t.co/xr2lbvt5PF https://t.co/3eeSSN5nFs",,,,,,,,1.55995E+18,1,4,https://twitter.com/HizbBritain/status/1559954449795350529,youtube.com/watch?v=dEHCIp…,https://www.youtube.com/watch?v=dEHCIpZ-IdU,https://t.co/xr2lbvt5PF,,,,,,,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55985E+18,2022-08-17T10:29:13.000Z,4,"Today: Aftermath of the Rushdie Attack

Dr @AbdulWahidHT (Chair, @HizbBritain) will be interviewed by Inayat Waddee on Salaamedia, Johannesburg

Wed. 17th August @ 7pm (UK)

https://t.co/B5DZ0whTHs

FB: https://t.co/9Qgl7dSh6G

Twitter: @salaamedia 

YT: https://t.co/4Y7NkwaUHp",,,,,,,,1.55985E+18,0,3,https://twitter.com/HizbBritain/status/1559849823368581120,salaamedia.com/listen-live,http://salaamedia.com/listen-live,https://t.co/B5DZ0whTHs,facebook.com/salaamedia,http://facebook.com/salaamedia,https://t.co/9Qgl7dSh6G,youtube.com/salaamedia,http://youtube.com/salaamedia,https://t.co/4Y7NkwaUHp,,,,2009-04-26T12:25:22.000Z,FALSE,Questions from academics and journalists can be sent to info@hizb.org.uk,0,35,22232,19,TRUE,35454721,FALSE,66,,1607,Hizb ut-Tahrir,22232,FALSE,https://pbs.twimg.com/profile_banners/35454721/1656012518,https://pbs.twimg.com/profile_images/1557372604071157761/ZWbeiSUb_normal.jpg,FALSE,HizbBritain,14985,none,https://t.co/kt7KdYqOSh,FALSE,RU,279688526,Abdul Wahid,AbdulWahidHT,35454721,Hizb ut-Tahrir,HizbBritain,4624133423,Salaamedia,salaamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
